id	name	estdate	icon	score	about	factions_id
125	pimp	2014-12-29	AQ4OBAAwDAcAAAAAAAAAAAAAAAVVQABVVAAFAUAAUBQABVVAAFVUAAUAAABQAAAFAAAAAAAAAAAA	0	"	
126	WaveEmpire	2014-12-29	AQ4OBAA4ASBVVVVVVVZVVVWZVVlWVVZlVVVZVVVVVVVVW/lVVfvVVVf1ZVVdWZVV1WVVf1VVVVVV	0	24hrs 7 days a week	
127	The8BitHeros	2014-12-29	AQ4OBAAzPQD/////Z/Z/9n9n/2f2f/Z/Z/9n9n/2laf/aqp/9pWn/2f2f/Z/Z/9n9n/2f2f/////	0	NERDS ARE BEST	
128	space-wreck	2014-12-29	AQ4OBAAwDAdVQBVVVAFVVUAVVVQBVVVAFVVUAVVVQBVVVAFVVUAVVV//VVV/1VVV9VVVX1VVVfVV	0	we fight for the booty	
129	TheBeastClan	2014-12-29	AQ4OBAAwPwEAAAAD6lq8P6Wvwv5b+Cv1/oKvX6gVVVVBVVVUKvX6gr9f6C/lv4P6Wvw+pavwAAAA	0	Beast It Up!	
130	Jonhsons_GT	2014-12-30	AQ4OBAA9FQAAVVAAFVVABVVVAV9fVFX19VVVVVVVVVVVVVVVX1VfVX1X1RX/9UBVVVABVVQABVUA	0	Dont Forget, Burn All!	
131	oDdSqUaD	2014-12-30	AQ4OBAAvMADz2nz/P1/PA7/sD/pa//plmvfqWr2dVVdp1VV2fqWr36ZZr/+lr/A7/sDz9fz/PafP	0	We Be BaCk Bishezzzzzz!	
132	Grapes	2014-12-30	AQ4OBAAjPTcAAAACqqqoKVpWglVVWCV/1YJXVVgld9WDl11sPn/bw/lW/D/lv8P/r/w////AAAAA	0	the berry best	
133	DarkEternal	2014-12-30	AQ4OBAAwDAcAAAAAAAAADVVUAPwAAAzwAADD8AAMAVUAwPwADDwAAP8AAAVVUAAAAAAAAAAAAAAA	0	There is no second place	
134	CHAMPIONS	2014-12-30	AQ4OBAAwDAcAAAABQAAAVQAUBVAFUBQAVQABAUAARAAAAQP8AAT/8AAP/wCA//AqD/8AgD/AAAAA	0	We are CHAMPIONS!	
135	GOVE	2014-12-30	AQ4OBAA8ADCqqqqpVVVWmqqqaZVVZpmqpmmZVmaZmmZpmaZmmZVmaZqqZplVVmmqqqaVVVVqqqqq	0	zoo keeper	
136	TheUltimate	2014-12-30	AQ4OBAAwDAdVVVVVAAAFQAAAFAUFAUBQUBQFBQFAUFAUBQUBQFVQFAFUAUAAABQFVQFQAABVVVVV	0	Winning	
137	bulgeparty	2014-12-30	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	jump around!	
138	DARKDOGS	2014-12-30	AQ4OBAAwDAdVUFVUFQVBUBRUVVBABVAAFUAEAAAVQBVVVBBVVQFBVQEVBVFRVFQVAUVFUQQFVRVV	0	THEY HIDE WE HUNT	
139	Morituri	2014-12-31	AQ4OBAAbLgH//////////9V//9VV//UBV/9ABX/0iFX/SIFf9AAVf1ABd/1AV//0Ff//VV//1VV/	0	Per Aspera Ad Astra	
140	devil	2014-12-31	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	666	
141	MekakushiDan	2014-12-31	AQ4OBAAwPweqqqqqqqqqqqqqqqqqqqAACqglWKqJVaqokFqqiQWqqpBaqolVCqgAAqqqqqqqqqqq	0	Eyes of Red	
142	DIGOMINDER	2014-12-31	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	Purple Reign	
143	toptier	2014-12-31	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0		
144	Mate.Empire	2014-12-31	AQ4OBAAwDAcAAAAAAAAAAAAAAwMA8DzwMMP/AwwzMA8DAwMMMDAwwwMA8AAAAAAAAAAAAAAAAAAA	0	You won't M8	
145	F3AR	2014-12-31	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	we play and work togethe	
146	GalconIZER	2015-01-01	AQ4OBAABIBX/////8/z/wAAAPAAAA8IACDwoAoPCoKg8AAADwAAAPEAAE8EABDwFVQPAAAA/////	0	Have fun N lets wIn !!!	
147	Serenity	2015-01-01	AQ4OBAABMA8AAAAD///wOq/8w7//PDqvz8P+8/w6rP/D/zVcP89/w/P1XDz//cM/9VwP///AAAAA	0	Winners	
148	Repliforce	2015-01-01	AQ4OBAAwBwMAAAAAAAAAP//wAP//wAPA/AA/A8ADwPwAPD8AA8/AADw/AAPA/wA8A/wAwA8AAAAA	0	We are the reploids	
149	DeathEaters	2015-01-01	AQ4OBAAwDAcCqqAAKqoAAqqgACqqAAKqoAAqqgACqqAAKqoAAqKgACgKAACAgAAAAAAAAAAAAAAA	0	bow to the dark lord	
150	awesomeness	2015-01-01	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	be awesome	
151	Moist	2015-01-01	AQ4OBAAvCwcAAAAAAAAAAAwAAADwAAAPAAAD/AAAP8AADv8AAO/wAA6/AADr8AADvAAADwAAAAAA	0	Play, Fight, Win.	
152	KoreaClan	2015-01-01	AQ4OBAAwDAcFVVUBVVVUVVVVVVVVVVVVVVVVV/9VVf/1Vf//VX////////////////8////A///w	0	Korea People's Clan	
153	Waffles	2015-01-01	AQ4OBAA8OCQAAAAAA/wAA+q8AOqqsA6+qwOrn6w6lbrDrlasOvbqwOq+sA6qqwA+q8AAP8AAAAAA	0	Win a lot	
154	Paradise	2015-01-02	AQ4OBAAAMAdVVVVWu/7pbqqrl5VVbWf//ZecA2158zbWfAPZZ/P9l5w/bX5/29b5Vvlr6r6VVVVV	0	Enjoy paradise	
155	Planetary	2015-01-02	AQ4OBAA/AQD/pa///lv//+W///5b/7+lr+qpVqpVWlVVVaVVqpVqq/pa/v/lv//+W///5b//+lr/	0	Domination	
156	WhateverClan	2015-01-02	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	But Whatever!	
157	Galconaters	2015-01-02	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	defenders of the galaxy	
158	Champs	2015-01-02	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	open to all champs	
159	Monster	2015-01-02	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	The Monsters Consume	
160	TheRekers	2015-01-02	AQ4OBAAwDAcAAAABUFBUFAUBQQFUBABFEAAQAEAVQBVBVAFUAQAEAARRABAVQEFAUBQVBQVAAAAA	0	Get Rekt	
161	SodaSquad_	2015-01-02	AQ4OBAAwDAcAAAAAAAAAABAAAVUAABFQAAEAABAUAVUAVBFQEFEAAVQUAAAAVAAAEFAAAVQAAAAA	0	No Mercy	
162	djentlemen	2015-01-02	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	the djentelist of men	
163	MezElite	2015-01-03	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	Dont mess with the best!	
164	bestaround69	2015-01-03	AQ4OBAA4ODj9QD///AP//8A///wD/3/AP/f8A///QD/30AD/dAAD9QAAD0AfwDAF/wABf7wAV/vw	0	straight fire fam	
165	Legion	2015-01-03	AQ4OBAA/MDxVwDVVcADVXAgDVwKADcAoADACgAAAKAAAAoAAACgADAKqA3AqgNXAADVXAA1VXANV	0	Legio Invicta	
166	Henseinberg	2015-01-03	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq89Var/1Vqv/VWq/9Var/1Vqv/	0	its chemistry!	
167	Dragons	2015-01-03	AQ4OBAACDzD////8P//DwP/wPwAAD/zQc//DDD/8AAP/yqo//CqD//AA///AP///D///////////	0	Rise of the Dragons!!!	
168	TheGrox	2015-01-03	AQ4OBAAwDAd/b5/do6yn5VVVvkAAG0QAARtVVV6OsOso6w6ytVVV5EAAEeQAAb5VVVvaOsp39vn9	0	Fear None, Conquer All	
169	w00t	2015-01-04	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	w00t	
170	Empire	2015-01-04	AQ4OBAAwLz0AAAAAREAMAVDAAF1AwAFQAMBETAAAAAMAMwAAAAIiAwwKgAACugDDCoAAAiIAAAAA	0	We must stop the rebels.	
171	drop-team-6	2015-01-04	AQ4OBAAwDAeqqqqN1VVUX6qqBb6qBlr6gmWr4KaarCppqDqmmgPqaYKvpoCqvmgqqv5VVVX6qqqX	0	let make it happen	
172	TeamDead	2015-01-04	AQ4OBAAwDAdVUFVVVAFVVQAFVUAAFVBVQFQEAQEAQBAABAEAQEAQFQVUBVQAAVVQAFVVQBVVVQVV	0	join me team plieas	
173	Yusuke	2015-01-04	AQ4OBAAwIwcAAAABUAD8H0A1wH0NcCn3XoCn16AAHcAAAHAAAB3AAABwAAAdwAAAcAAAF8AAAAAA	0	ALL HAIL YUSUKE	
174	galconots	2015-01-04	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0		
175	Fiction	2015-01-04	AQ4OBAAVDD8AAAAAAAAAAAAAABVVQAEAAAAT/EABP8QAE/xAAT/EAAAAQAFVVAAAAAAAAAAAAAAA	0		
176	ThePrestige	2015-01-04	AQ4OBAA4ARH//////////qqr/+VVv/5qm//mqb/+VVv/5qq//m///+b///5v///q////////////	0	For Glory!	
177	Unity	2015-01-04	AQ4OBAAwPAMAAAAAAA/wAAMAwAAwDAAqgMAIMgwAgP8AVQIAEIQgAQKoABAEAAEAQAAFUAAAAAAA	0	We fight as one	
178	epicbob	2015-01-04	AQ4OBAAwDAcAAAABBKMMEEoww/yhVBBKMMEEoww/yhVBBKMMEEowwQSjDD/KFUEEowwQSjDAAAAA	0	kill em all	
179	Rektifiers	2015-01-04	AQ4OBAAwDAcAAAACqqqoLVVfgtVVeC1/14LX/Xgtf9eC1VX4LVVfgtf1eC1/14LX/XgqqqqAAAAA	0	"Get Rekt"	
180	R.E.K.T	2015-01-05	AQ4OBAAADAL////8AAP5wAD+XAA/l8D/1/wP9fvA/X68P1+rz9f6v/X/q/5+qr5Xqqun6qq/////	0	DEAL WITH IT, u wot m8	
181	Shipmasters	2015-01-05	AQ4OBAAwDAf////8AAADwAAAPD//w8P//Dw//8PD//w8P//Dw//8PD//w8P//DwAAAPAAAA/////	0	Master the ships	
182	djp	2015-01-05	AQ4OBAAwDAfVVVVcAAADz//1PP//U8UABTxRXFPFMMU8UwxTxTVFPFAAU8X//zxf//PAAAA1VVVX	0	lets play	
183	dumpst1rrers	2015-01-05	AQ4OBAAwDAdVVVVVVVVVWWVZlqZWqqZllllqWWWWpZZaZlllZlVVVpVVVWlaVVpVqqpVWlVVVVVV	0	loose as heck	
184	TeamLDLC.com	2015-01-06	AQ4OBAAAND8AAAAAAAAAAAAAAACAAAAuAAALuAAC4uAAuMuAAuLgAAu4AAAuAAAAgAAAAAAAAAAA	0	Never say never...	
185	iElite	2015-01-06	AQ4OBAABPCkAAAABVfVUFXrVQV6rVBevrUHrXrQ61XrCtVXoLVBXg1QBXBUABUFAABQQAABAAAAA	0	Home of the Legends	
186	FLAWLESS	2015-01-06	AQ4OBAAwDAcACgAAAKAAAAgAAAAgAAAKAAAAoAD/8FVQAKAAAAoAAACAAAACAAAAoAAACgAAAKAA	0	Stay Flawless	
187	REDDIT	2015-01-06	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0		
188	XxNuclearxX	2015-01-06	AQ4OBAAQMDwAAAAAAVUAAVVVAB//0AHVXQAdZdAB2p0AHWXQAdVdAB//0AFVVQABVQAAAAAAAAAA	0	Join Now!!!	
189	GermanPlayer	2015-01-07	AQ4OBAAwDAcAAAACqgAAIAAAAgAAACKgAAICAAAqoKqAAAgIAACAgAAKqAAAgAAACAAAAIAAAAgA	0	Blut und Ehre	
190	sonichiros	2015-01-07	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0		
191	Power	2015-01-07	AQ4OBAAkDAOqqqqr666+q+++qvuu+rrvuur7rvq7uu7q/vv6ru+7q7v+7ru67uru+7q6v+rqqqqq	0	We are invincible	
192	warriors	2015-01-07	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	cats rule!	
193	DoubleA	2015-01-07	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	We are DoubleA.	
194	Hempire	2015-01-07	AQ4OBAA/IAcCqqgCqqqoqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqAAAAoVFFSBUUVAFVVUAAAAA	0	we chill	
195	WhichWayIsUp	2015-01-07	AQ4OBAAwDAcAAAABAH/8EAfDwQBwDBAHAMEAfDwQB//BAHAAEAcAAQBwABAHAAFBcAAVVwAAAAAA	0	Delightfully Disoriented	
196	amphetamine	2015-01-07	AQ4OBAAfLz8AAAACIACICAUCAfGk9BfgvU9eC1/9uufzJ/2MCe+2AroK2AQggQMQAEwuQBuAuALg	0	Speed Kills	
197	Maxievelli	2015-01-07	AQ4OBAAwDAdVVVVVVVVVVVVVVVFUVVQFAVVVVVVVVVVVVVVVUVVUVQVVBVQAAVVVVVVVVVVVVVVV	0	MAXIMUM OVERDRIVE	
198	NOVA	2015-01-07	AQ4OBAA8PzL//////////A8D/wQxD/FQFP8VQU/xVRT/FFVP8UFU/xQFT/BMEP/A8D//////////	0	Explosive Domination	
199	Galconauts	2015-01-07	AQ4OBAA9PCgAAAAAAAAAD8AAAP8AAA8/wAA/8AAA88AAD/MAAMzPAAAzgAAA5AAADAAAAAAAAAAA	0	*****	
200	GurLsOnLy	2015-01-08	AQ4OBAA/EQcAAAABQX/UEF9fQBfVfAX1VcFvVVwafVfClfX0JWr9QlprUClWlAGlpQQWqUFAAAAA	0	Bringing Sexy Back	
201	Zirconia	2015-01-08	AQ4OBAAOAgEQAABFVVVVH///Qf1V9B9VfUHVX1QVV9VBVfVUFX1XQV9V9BfVf0H///RVVVVRAAAE	0	Absolute Domination!	
202	Metapod	2015-01-08	AQ4OBAAyDBf1ar9dlqvtWW++9Vaq/1/qqrX2m+9dab/1/p//XWW/9dZr/1Vmv/WWa+/ZVr7/Vqv1	0	Metapod used harden	
203	DarkSkillz	2015-01-08	AQ4OBAAgARAAAAAAVVVQAAAAAQAABBRAEUFFBRQUEEFBQAAUFQAFQUQBFBQQQUFUUVQVQBVAAAAA	0	Masters of the Unseen	
204	Galcoholics	2015-01-08	AQ4OBAA/KgIAAAAAAAAAAQAAAFVAAAFVAAAZVAABpVAABpVAABpVAABqkAABpAAABQAAAAAAAAAA	0	Please play responsibly!	
205	Aircons	2015-01-08	AQ4OBAAQARMAAAAQAAAFAAABUAAPVQAA/VAAB/UAAV/QAFV/A9VV8D9VagH9WqBX9qoVX+qlVX6q	0	We kill so you dont!	
206	GameFriends	2015-01-08	AQ4OBAAwDAeqqqqqqqqqlVZVaVVlVpaqWqlqpaqWqlVpZWVWllZaqWllqpVWWqlVZaqqqqqqqqqq	0	Board the USS FRIENDSHIP	
207	NationofWar	2015-01-08	AQ4OBAAwAT+qqqqr///+sAAE6xABTrFABOsVAE6xFBTrEFBOsUFE6xAFTrFAFOsQAE6////qqqqq	0		
208	illuminati	2015-01-08	AQ4OBAA/DTwAAAACqqqoKqqqgqqqqCqvqoKr/qgq//qCvw/oL8U/g/8P/D///8P///wqqqqAAAAA	0	we're always watching	
209	FartMasters	2015-01-09	AQ4OBAA/MAdVf9VVQ/wVUAAAVBUFQUAAAB8AAA/8CgP/wKA/8AAA9AAAAUAqgBUAAAVUAAFVV/1V	0	Dry o wet always smelly	
210	Origins	2015-01-09	AQ4OBAAwDAdVAAVVUABVVQAFVVQBVVVAFVVUAVVVQBVVVAFVVUAVVVQBVVVAFVVQAFVVAAVVUABV	0	Players of the original	
211	Ethereality	2015-01-09	AQ4OBAAwDAdVVVVUAAABQAAAFD9VUUPaqRQxlpFDGakUMalRQxqRFDGpAUAakBQBqQFAAAAVVVVV	0	Join the infinitum...	
212	Ascension	2015-01-09	AQ4OBAA4Egv/P8//xPE/8UAU/FRRUxVFFUwCCAPxShT/FKFPwCCAMVRRVMVFFT8UAU/8TxP/8/z/	0	Rise Beyond The Rest.	
213	PureLove	2015-01-09	AQ4OBAAVBAEKoD84AgDDqgAA+CgDAyABPwioQP+qhAA6qBPwqoE/+qgT/6qBP/qoA/+qgD/6oFD/	0	We are free	
214	HAMBURGUESAS	2015-01-09	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	ALL YOUR BURGERS	
215	Siberian_Bears	2015-01-09	AQ4OBAAwACQAAAADwAA8P/D/w////Az/8wPD/Dw/Dw/D/w/8D8A/APwD8AP6/AAqqoAA77AAAwwA	0	PyccKue nopByT Bcex	
216	Gods_Of_War	2015-01-10	AQ4OBAAwKhUAAAAAzPMwsAAA6xUFTrFAFOvA8D4sMMOAqPKgCK+iALL44CsgjoCvr6ACDwgAAAAA	0	DEATH IS YOUR FATE	
217	Muteki	2015-01-11	AQ4OBAAgDAcAAAAAAAAAAAAAABUEEAREQQBERBAERBQAAAAAFRREQEEBBAQEQEBBAQQEFERAAAAA	0	For The Horde!!	
218	Kat	2015-01-11	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	Kat	
219	Ghosts2	2015-01-11	AQ4OBAAgMhAAAAAAAAAAAAAAAAAAAAQAAQBUAVAFQBUAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA	0	Always watching	
220	TaskForce	2015-01-11	AQ4OBAAwPwBVVVVUAAABQUAUFEVVEUUVRRQUAUFBRRQUFFFBQUAUFFFUUURVURQUAUFAAAAVVVVV	0	705	
221	MORDVA13	2015-01-11	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	stasila	
222	Evil_Empire	2015-01-11	AQ4OBAAwDAcAAAAAUAAAAVVUABVVUAFAAQAFAAAAVQAAFVQAAUAAABUAEABVVQAVVVABAAAAAAAA	0	Welcome to the dark side	
223	Galconites	2015-01-11	AQ4OBAAwDAcAAAAAAFAAABVAAAX1AAF/1ABfr1AX6r1B+gr0PoArw6AArCgAAoIAAAgAAAAAAAAA	0	Win or lose, learn.	
224	Most_Hated	2015-01-12	AQ4OBAAwDAcFVUAUFVBVUFQVVUFFVVUQVRVQFQFAAAFQVBVVFUAVVVRQFVVFUBVAVUBUVVVFRVVU	0	We Are Filthy Animals	
225	Wolfpackz	2015-01-12	AQ4OBAAwAz8////Dv//cOv/1w6v9XDqpVcPqlXw+qVfD6pV8OqlVw+qVfA/pfwA/n8AA//AAA/wA	0	Canines stick together!	
226	GodsOfDeath	2015-01-12	AQ4OBAAwDAcAAAAAAAAAAAAoAACKAAAIAAAFFQABVVQAFVVAAVVUABVVQAFVVAAFVQAAAAAAAAAA	0	Love Apples	
227	DREADS	2015-01-12	AQ4OBAAwPAQhUxIohMVIITMSKITMSCFTEiiExUghMxIohMxIIVMSKITFSCEzEiiEzEghUxIohMxI	0	This Rasta Will BlastYa	
228	x..	2015-01-13	AQ4OBAA/MD8AAAADwAA8PwAPwPwD8APw/AAP/wAAMMAAAwwAAPfwAD0PwA9APwPQAPwUAAPAAAAA	0	""""""""""""""""""""""""	
229	Requiem	2015-01-13	AQ4OBAA/OB0AAAABRVUUJMUxgJGkYAJgmAAIUgCQGkBiRgkYJY8lgljyWCdgnYJBpBgJBQYAJAGA	0	p4k has the best 4	
230	Fusion	2015-01-13	AQ4OBAAYPAMAOsAD1618O3rewe+vtCeVbYKeW2hVddVVVllVPbXnw21XnBuvrkLm+bgpb5aAAvgA	0	Pew Pew! Fusion Wins!	
231	espada	2015-01-13	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	if your name is brock :(	
232	Pack-A-Punch	2015-01-13	AQ4OBAA/KhUAAAAABVUAAVVUAP//8AQAAQBQUFABVVQAVVVQGVBWQWRRlBNVXEEFpQQFYJUAAAAA	0	Punch them out	
233	EMPERORdrag	2015-01-14	AQ4OBAAwDAcqoKqApiqhwqJAXwoEVfwgVV/wJVX/AFVf8/VV8GpVXAagVcQKgVBUKAUVYAABVqAA	0	every person tries	
234	macco	2015-01-14	AQ4OBAA2FQEAAAAAAAAABVVVAFVVUAVVVQBVVVAFVVUAVVVQBVBVAFQBUAUABQBAABAAAAAAAAAA	0	Quantity over Quality	
235	Influential	2015-01-14	AQ4OBAADPzwAAAAAlVVgJAABgQKoBBAggEEwoMQQxjBBMJDEEMowQQIIBBAqgEJAABgJVVYAAAAA	0	Live To Influence.	
236	Star_Fleet	2015-01-15	AQ4OBAA/PDEVAAABXKNUHR9HQVetVDGVZMB2qdAub5ui5vm4B4qdAyVWTBV/1UHR9HQVyjVAAAAA	0	Join the infinite war!!!	
237	SPQR	2015-01-15	AQ4OBAA9FQAAVVAAFVVABVVVAV9fVFX19VVVVVVVVVVVVVVVX1VfVX1X1RX/9UBVVVABVVQABVUA	0		
238	DragonBall	2015-01-15	AQ4OBAA0ODkAAAAACqoAAqqoAKqqoCqqqoKppqgqqqqCqqqoKppqgqqqqAqqqgAqqoAAqqAAAAAA	0	Our clan got shut down because we're rude	
239	Herbertphobe	2015-01-15	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	HIT EM WIT THE BRUH BUTT	
240	USSR_Empire	2015-01-16	AQ4OBAAwDAdVVVVVVVVVVVVVVVVAVVVVQVVVFRVVQVFVVQUVVVQRVVBUFVUABVVFVVVRVVVVVVVV	0	stalin for life	
241	Immortals	2015-01-17	AQ4OBAA/MBX5VVb+VVVb5AUBvkQBG+RAEb5EARvkUFG+RVUb5BVBvpAAa+pAGr6pVqv6qqr/////	0	Immortal as a family	
242	Pandorum	2015-01-18	AQ4OBAAELTAAAAAABVVAAWqlAVpWkBmWaQFZapAZpaUBVpVABVpVAGlmpAWmpkAWaVQAVVgAFVVQ	0	Free Punch & Pie	
243	G.O.A.T-CLAN	2015-01-18	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	greatest of all time	
244	Dolma	2015-01-19	AQ4OBAAwDAcAAAAAAAAACqqAAJVWAAlVWACWlYAJaVgAlpWACWlYAJVVgAlVYACqqAAAAAAAAAAA	0	ppp	
245	Ultra_Elites	2015-01-19	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	simply about you	
246	The-Old-Gods	2015-01-20	AQ4OBAAwODSgAACoNVXCv1Vfaf9f9p/1/2lc81aVAAVpUABWlc81Yf9f9I/1/yo1VcqoVVKqqAKq	0	Help The Gods, Reborn	
247	Blackout	2015-01-21	AQ4OBAAQODAAAAAAIACACAUCACH0gAC/4AAeq0AH5b0AflvQAeq0AAv+AAIfSACAUCACAAgAAAAA	0	No Mercy	
248	mini_ponys	2015-01-21	AQ4OBAAwDAcAAAAAAAAAAAAAAFQAABVQPAAQA/ABADwAEAAAAAAAAACAMAAID8AAgPwAKgMAAAAA	0	dont be an ars	
249	King	2015-01-22	AQ4OBAAVKj8AAAAAAAAAAAAAAAAAAAAAUAAAIUAAKoUAAqhQAEoUAAUFAAAVQAAAUAAAAAAAAAAA	0	Me Myself & Dolma	
250	Severity	2015-01-22	AQ4OBAAwLwPwAABeqqqpJu2bgpum6C5nuYK5rmguZ7mCbtm4Kbpugm7ZuCua5oLme5hqqqq1AAAP	0	One step at a time.	
251	HongKingCav	2015-01-23	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	We play destiny.	
252	rumpl4skins	2015-01-23	AQ4OBAAwDAcAAAVQAAFVAABVcAAVXwAFV/ABVf8AVX/wFV//BVf/8VX//1V///Vf//9X///1////	0	no smegma here	
253	Divinity	2015-01-23	AQ4OBAAwDAdVaL/1Vov/VWi/9VaL/1Vov/VWi/9VaL/1Vov/AAAABVaL/1Vov/VWi/9VaL/1Vov/	0	Is this motto permanent?	
254	Des7royer	2015-01-24	AQ4OBAAjDTAAAAAAAADAMAIAAIEAEBAAAAAMAAAAAQAMAACAAAAAABIAQAAAAAIMEAwAAAAAAAAA	0	die mother flipper	
255	TheStars	2015-01-24	AQ4OBAAAODwAAAAAAFAAAB9AAAetAAFglABSAFAULwFBQKwUBQCFABcNQABvkAABpAAABQAAAAAA	0	Have fun!	
256	MEGA_EMPIRE	2015-01-24	AQ4OBAA/AACapapmalqZmaWmamZZmqmVZqqmWard3nd5mbZm/3Xf/91Xf/d13f3fX3d39f3d/1/3	0	PLZ DONATE WHEN U CAN :)	
257	x_AdMiRaL_x	2015-01-24	AQ4OBAA4JDkAAAAAAAAAFVVVRQVVBVBVUFUFVQUUVVFAVVVQABVAAABQAAAVQAAVVUAFVVUAAAAA	0	::ThIs Is AdMiRaL ClAn::	
258	Imbalance	2015-01-25	AQ4OBAAAND9aqqlVaupVdbuXVdbl1Xdqd1VWpVVValVVVqVVVWpVV3andV1uXVdbuXVWrqVVqqqV	0	Break the System!	
259	TheSuck	2015-01-25	AQ4OBAA/Cx8AAAAAAUAAAGkAAAeQAAV9QAG9QQAa1BUAVRekAEV+QBF9UAFG0AAAaQAAAUAAAAAA	0	We are Suck	
260	Insomnia	2015-01-25	AQ4OBAAVKj/////9ACqrwAAKvH0AC8//QDxw/0PhADw+g9ND6j/wPqPAC+oAKr6jwqvqgKq/////	0	Temporary Overflow	
261	x...	2015-01-25	AQ4OBAAwDAcAAAABQAAUFQAFQFQBUAFQVAAFBQAABQAAAFAAAFBQABUFQAVAFQFQAFQUAAFAAAAA	0		
262	GoodTimes	2015-01-25	AQ4OBAAwDAf//////VX/9VEX/1SIX/UqoX1Kqr/SqgP9KoVX1KoV/1KoX/VKFf9VVV//1X//////	0	GoodTimes	
